dept,division,code,name,prof,time,category,credit,l_time,note00,note01,note02,note03,note04,count,avg_score_overall,avg_score_difficulty,avg_score_grade,avg_score_study,avg_score_achievement,avg_score_attendance
전공심화,전공,EME3027,유공압공학,황성호,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3028,응용고체역학,석창성,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3028,응용고체역학,구재민,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3035,비파괴공학개론,송성진,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3035,비파괴공학개론,김학준,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3040,기계공학연구현장실습5A,박영제,,,2,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3041,기계공학심화연구현장실습4A,한관수,,,5,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3046,기계공학현장실습2A,한관수,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3048,기계공학현장실습3A,박영제,,,4,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3053,졸업논문연구,황성호,,,1,0,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3055,고체역학설계실습,김문기,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3056,열유체공학설계실습,김윤제,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3056,열유체공학설계실습,이창구,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3057,진동및동적시스템설계실습,백승현,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3057,진동및동적시스템설계실습,문형필,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3057,진동및동적시스템설계실습,석지원,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3058,종합설계실습,황성호,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3058,종합설계실습,김태성,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3058,종합설계실습,한관수,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3058,종합설계실습,박영제,,,3,6,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,EME4301,마이크로열유체공학,이진기,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,EME4703,지능로봇공학,최혁렬,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,EME4903,에어로졸공학,권순박,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EME2010,기계제작,이상원,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EME2014,기계설계입문,서명원,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3007,응용유체역학,김성민,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EME3030,Computer Aided Engineering,최재붕,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3041,HCI,이성일,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME2006,전산제도,최재붕,,,1,2,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3055,고체역학설계실습,한봉태,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EME3056,열유체공학설계실습,박성수,,,3,6,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4035,사용편의성공학,이성일,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2001,기본설계1,김주석,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2001,기본설계1,이영민,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2001,기본설계1,신혜원,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2005,건축설계스튜디오1,신승수,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2010,건축설계스튜디오3,토스텐슛제,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2010,건축설계스튜디오3,이중원,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2010,건축설계스튜디오3,성수진,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2013,한국건축사,우성훈,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2029,건축과재료,토스텐슛제,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2003,철근콘크리트구조1,이정윤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2007,건축환경공학1,송두삼,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2008,동아시아조경문화사,김묘정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3001,도시계획,신중진,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3003,건축설계스튜디오5,변태호,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3003,건축설계스튜디오5,마성호,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3003,건축설계스튜디오5,이호락,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3003,건축설계스튜디오5,이재혁,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3004,건축작품연구,서기영,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,김우영,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,이한종,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,신용기,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,황정헌,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3012,건축형태론,변태호,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE2006,건설관리,김예상,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3019,건축공학현장실습1A,권순욱,,,2,0,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3039,건축시스템통합설계,박주환,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3039,건축시스템통합설계,박기원,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2002,건축학개론,주대관,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2005,건축설계스튜디오1,김영섭,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2005,건축설계스튜디오1,주대관,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2026,건축과예술1,조성룡,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2001,기본설계1,윤인석,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2001,기본설계1,민병호,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2005,건축설계스튜디오1,김기중,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2005,건축설계스튜디오1,이형욱,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2010,건축설계스튜디오3,윤재선,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2010,건축설계스튜디오3,임근풍,,,6,12,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2011,건축구조와디자인,손세형,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2002,환경생태학,김동엽,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2005,정원설계및실습,다니엘쿰베스,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3003,건축설계스튜디오5,손세형,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,이상훈,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3010,건축설계스튜디오7,정관택,,,6,12,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ADD3020,한국근현대건축,윤인석,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD2021,디지털모델링,김성아,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3026,건축설계현장실습2,이중원,,,3,0,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3030,건축설계현장실습2C,이중원,,,3,0,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3039,건축시스템통합설계,곽형석,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3039,건축시스템통합설계,서동범,,,3,6,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ADD3039,건축시스템통합설계,김형만,,,3,6,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ADD2008,건축구조의이해,이원석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2025,조경수목학,하유미,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3037,수문학,최민하,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3065,생물학적복원공학개론,장암,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN2019,자연환경야외실습,이규석,,,1,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3023,환경분석및평가,이규석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3064,조경구조및적산학,홍태식,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2003,환경토양학,김동엽,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2022,산림자연식생분석,유새한,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2027,조경디지털미디어,다니엘쿰베스,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN2028,지리정보학,이효진,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,LAN3029,조경미학,정기호,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN2013,공원및오픈스페이스계획,다니엘쿰베스,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN2018,수목원야외실습,김동엽,,,1,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3002,졸업작품및논문,김동엽,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3058,조경설계,신현돈,,,4,4,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3068,하천복원설계,정경진,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3070,조경현장실습1,정기호,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,LAN3072,생태복원현장실습1,김동엽,,,3,0,,1,,,,0,0,0,0,0,0,0
실험실습,전공,CAE2020,측량정보학및실습,황진상,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,LAN4027,환경통계학,김동엽,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,LAN4029,원격탐사이용경관분석,조재명,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ESM2003,경제성공학,존이,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ESM2009,응용통계및연습1,이호우,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ESM2012,품질경영공학,김종걸,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM2011,제조전략이해,최후곤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3001,경영과학(OR)및실습2,이호우,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3017,리스크경영공학,김종걸,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3019,생산관리,정병도,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3040,CAM및실습,최후곤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3044,시스템경영공학현장실습3,노상도,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3045,시스템경영공학현장실습3A,노상도,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3046,시스템경영공학현장실습3B,노상도,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3051,공급사슬관리,정병도,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3056,CAD/제품정보관리및실습,노상도,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3062,경영정보시스템및실습,최덕원,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3064,비즈니스창의성,박영택,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3069,시스템경영공학현장실습2,노상도,,,2,0,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4002,확률모형론,이호우,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4016,제품개발특론,최후곤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4027,MetaHeuristic,이희상,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ESM2006,기술관리,고명주,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,ESM2014,객체지향프로그래밍및실습,김종성,,,3,6,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM2010,인간공학및실습,공용구,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3016,데이타베이스및실습,최덕원,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3023,시뮬레이션및실습,김윤배,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3026,응용통계및연습2,이종석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3027,전략적의사결정,신완선,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3050,시스템경영공학종합설계,김윤배,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,ESM3061,데이터마이닝,이종석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4025,실험적자료분석론,김윤배,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4045,기업물류관리,정병도,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ESM4046,스케줄링이론및응용,김현정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ESM2007,기술혁신,김종성,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2012,반도체공학개론,이후정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2012,반도체공학개론,이내응,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2039,재료현대물리,김형섭,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2039,재료현대물리,정현석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2039,재료현대물리,정원국,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2043,재료설계및분석,조형균,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2043,재료설계및분석,정승부,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2046,재료물리화학,김윤석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2046,재료물리화학,이재찬,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2057,신소재공학개론1,한전건,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2057,신소재공학개론1,김영훈,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM3002,신소재강도학,김득중,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM3002,신소재강도학,주진호,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM2003,결정결함론,양철웅,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM2028,세라믹재료,김윤석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM2029,금속재료,김정구,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM2059,융복합소재공정기초실험,원병묵,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3031,광학재료,정원국,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3038,박막재료공정,염근영,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3046,신소재설계입문,조형균,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3046,신소재설계입문,유지범,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3052,재료양자물리,원병묵,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3056,응용소재현장실습2,정현석,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3057,응용소재현장실습3,정현석,,,4,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3058,응용소재현장실습4,정현석,,,5,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3062,유기재료,임병권,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3066,신소재개별연구,김정구,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3068,바이오재료,이정헌,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3069,응용소재현장실습5A,정현석,,,6,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3074,복합공정개론,박호석,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3076,유연인쇄전자소재공학,김영훈,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3078,신소재종합설계,이재찬,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2037,전자재료실험,김형섭,,,2,4,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2037,전자재료실험,이재찬,,,2,4,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2052,신소재공학실험,이후정,,,2,4,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2052,신소재공학실험,임병권,,,2,4,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2055,반도체공정실험,염근영,,,2,4,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2055,반도체공정실험,유지범,,,2,4,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3073,신소재콜로퀴움,양철웅,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,EAM2057,신소재공학개론1,김상우,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM2059,융복합소재공정기초실험,김재윤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,EAM3078,신소재종합설계,염근영,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,EAM4014,글로벌테크노경영,유지범,,,1,1,,1,,,,0,0,0,0,0,0,0
실험실습,전공,EAM2055,반도체공정실험,최재영,,,2,4,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ECH4002,실험설계및해석,전붕수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ECH4006,화학공학세미나1,김인회,,,1,1,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2001,재료역학,박선규,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2001,재료역학,이정윤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2004,건축시공및재료1,김예상,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2010,건축설계의이해,마성호,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2011,건축과에너지,박철수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2013,수리학,전경수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2014,환경기초과학,염익태,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE2018,토질역학,유충식,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CAE3005,부정정구조물해석,이정윤,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE2017,디지털가상설계,이광명,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3002,강구조설계,김문영,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3011,건설공법,권순욱,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3018,IndividualStudy2,이정윤,,,2,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3033,건축구조시스템,김진구,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3040,부정정구조물의해석,신현목,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3061,물순환플랜트공학(하수),김형수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3062,고도수처리공학(정수),김형수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3068,항만및마리나디자인,이정렬,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3086,환경원격탐사,최민하,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,CAE3071,건설경제학,이주용,,,3,3,,1,,,,0,0,0,0,0,0,0
실험실습,전공,CAE3089,건축종합설계,김진구,,,4,8,,1,,,,0,0,0,0,0,0,0
실험실습,전공,CAE3089,건축종합설계,송두삼,,,4,8,,1,,,,0,0,0,0,0,0,0
실험실습,전공,CAE3089,건축종합설계,권순욱,,,4,8,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,ECA4406,부동산개발론,손상혁,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3034,건설공정관리,백인희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3039,기초설계,김낙경,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CAE3083,글로벌건설커뮤니케이션,이연천,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2011,현대소설의이해,천정환,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2011,현대소설의이해,최수일,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2017,국어학연구입문,노명희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2017,국어학연구입문,박재희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2018,국문학연구입문,정인숙,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2018,국문학연구입문,한기형,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,IKS2001,한국학입문,손숙자,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,IKS2002,말과글의규범,손숙자,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,IKS2004,한국의문화유산,장영은,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,IKS2006,한국의예술과대중문화,장영은,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,IKS2007,커뮤니케이션에대한이해,손숙자,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,IKS2015,동아시아경제의이해,진탁,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,IKS2016,한중무역환경론,진탁,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,HIS2005,한국현대사,이신철,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2003,인문학명저산책,천정환,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2003,인문학명저산책,김순배,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2003,인문학명저산책,심세광,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2003,인문학명저산책,김영죽,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2003,인문학명저산책,양정심,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2002,국어음운론,권인한,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,DKL2006,고전소설의이해,이지하,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CCS2012,한국대중문화론,김수림,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CHI2011,중한번역연습,이준식,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CLA3001,문과대학현장실습1,이정준,,,2,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CLA3002,문과대학현장실습2,이정준,,,3,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CLA3003,문과대학현장실습3,이정준,,,4,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CLA3004,문과대학현장실습4,이정준,,,5,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CLA3005,문과대학현장실습5,이정준,,,9,0,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3005,향가.여요강독,권인한,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3008,현대시론,정우택,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3011,국문학사상론,한영규,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3013,중세국어강독,노명희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3019,시창작연습,김주대,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3034,학교문법론,정희창,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3037,한국문학과젠더,이승희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,DKL3037,한국문학과젠더,이혜령,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,KLC3016,한국한문소설,윤세순,,,3,3,,1,,,,0,0,0,0,0,0,0
전공(대학원),전공,DKL4019,한국현대문학사상론,김성수,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,CLA2002,동아시아고전학입문,박해남,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,JAP2020,일본대중문화의형성과이해,이영재,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,JAP3027,일본의영상문화감상,이영재,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,GCC3009,출판문화콘텐츠와출판문화사업,신종락,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CCS3007,서구문학과제3세계문학읽기,유석환,,,3,3,,1,,,,0,0,0,0,0,0,0
전공심화,전공,CCS2004,세계신화의비교이해,이지희,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2006,영문학개관2,김일영,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2006,영문학개관2,션노르만딘,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2007,미국문학개관1,손혜숙,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2007,미국문학개관1,정연식,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2009,영어학입문,이한정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2009,영어학입문,박유정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2009,영어학입문,송시춘,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2019,응용언어학,박유정,,,3,3,,1,,,,0,0,0,0,0,0,0
전공기반,전공,ENG2019,응용언어학,박희수,,,3,3,,1,,,,0,0,0,0,0,0,0
